Date,S&P500_Close,S&P500_High,S&P500_Low,S&P500_Open,S&P500_Volume,S&P500_%Change,VIX_Open,VIX_High,VIX_Low,VIX_Close,VFIX_Open,VFIX_High,VFIX_Low,VFIX_Close,OilFutures_Price,OilFutures_Open,OilFutures_High,OilFutures_Low,OilFutures_Vol,OilFutures_Change%
03/17/25,5675.1201171875,5703.52001953125,5631.1201171875,5635.60009765625,5031770000,-0.059228219926157,22.89,22.95,20.32,20.51,525.15,525.15,525.15,525.15,67.37,67.1,68.1,67.01,210.19,0.0069
03/18/25,5614.66015625,5654.52978515625,5597.759765625,5654.52978515625,4666270000,-0.362817554625685,20.83,22.57,20.41,21.7,519.57,519.57,519.57,519.57,66.9,67.4,68.72,66.56,110.34,-0.007
03/19/25,5675.2900390625,5715.330078125,5622.2001953125,5632.3701171875,4660090000,0.315423559835336,21.84,22.1,19.42,19.9,525.18,525.18,525.18,525.18,67.16,66.72,67.63,66.21,73.08,0.0039
03/20/25,5662.89013671875,5711.14990234375,5632.330078125,5646.919921875,4678420000,-0.499888410851799,19.52,21.17,19.3,19.8,524.1,524.1,524.1,524.1,68.26,67.29,68.47,66.88,25.12,0.0164
03/21/25,5667.56005859375,5670.83984375,5603.10009765625,5630.72998046875,9367460000,-0.567910651161503,20.02,21.14,19.15,19.28,524.54,524.54,524.54,524.54,68.28,68.35,68.65,67.65,198.96,0.0003
03/24/25,5767.56982421875,5775.14013671875,5718.080078125,5718.080078125,4517990000,0.891389222327627,19.13,19.14,17.46,17.48,533.8,533.8,533.8,533.8,69.11,68.35,69.33,67.95,247.02,0.0122
03/25/25,5776.64990234375,5786.9501953125,5760.419921875,5775.9599609375,4467340000,0.145470917118658,17.58,17.77,17.02,17.15,534.66,534.66,534.66,534.66,69,69.16,69.68,68.52,258.41,-0.0016
03/26/25,5712.2001953125,5783.6201171875,5694.41015625,5771.66015625,4183140000,-0.0863778518363303,17.23,19.07,16.97,18.33,528.69,528.69,528.69,528.69,69.65,69.16,70.22,69.06,262.41,0.0094
03/27/25,5693.31005859375,5732.27978515625,5670.93994140625,5695.64013671875,4403460000,-0.289906831475189,18.36,19.28,17.95,18.69,525.28,525.28,525.28,525.28,69.92,69.96,69.97,69.12,211.83,0.0039
03/28/25,5580.93994140625,5685.89013671875,5572.419921875,5679.2001953125,4513330000,-0.24783233542589,19.08,22.18,18.92,21.65,514.93,514.93,514.93,514.93,69.36,69.91,70.09,68.87,246.65,-0.008
03/31/25,5611.85009765625,5627.56005859375,5488.72998046875,5527.91015625,5257250000,-0.950194514060438,24.11,24.8,21.67,22.28,517.82,517.82,517.82,517.82,71.48,69.43,71.83,68.81,313.09,0.0306
04/01/25,5633.06982421875,5650.56982421875,5558.52001953125,5597.52978515625,4434500000,-0.255179882762385,22.06,23.52,21.58,21.77,519.79,519.79,519.79,519.79,71.2,71.39,72.1,71.03,272.83,-0.0039
04/02/25,5670.97021484375,5695.31005859375,5571.47998046875,5580.759765625,4243830000,-0.928624359826835,22.3,23.66,20.68,21.51,523.3,523.3,523.3,523.3,71.71,71.2,72.28,70.59,286.5,0.0072
04/03/25,5396.52001953125,5499.52978515625,5390.830078125,5492.740234375,7210470000,-3.14284811445903,26.38,30.02,24.93,30.02,498,498,498,498,66.95,70.38,70.41,65.98,459.24,-0.0664
04/04/25,5074.080078125,5292.14013671875,5069.89990234375,5292.14013671875,8853500000,-1.934207274961,30.12,45.61,29.99,45.31,468.31,468.31,468.31,468.31,61.99,66.64,66.9,60.45,559.64,-0.0741
04/07/25,5062.25,5246.56982421875,4835.0400390625,4953.7900390625,8691980000,-2.37067679678698,60.13,60.13,38.58,46.98,467.22,467.22,467.22,467.22,60.7,61.12,63.9,58.95,597.62,-0.0208
04/08/25,4982.77001953125,5267.47021484375,4910.419921875,5193.56982421875,7408140000,2.5940999401205,44.04,57.52,36.48,52.33,459.88,459.88,459.88,459.88,59.58,61.03,61.75,57.88,557.66,-0.0185
04/09/25,5456.89990234375,5481.33984375,4948.43017578125,4965.27978515625,9489600000,-0.351014281342356,50.98,57.96,31.9,33.62,503.65,503.65,503.65,503.65,62.35,58.32,62.93,55.12,592.25,0.0465
04/10/25,5268.0498046875,5353.14990234375,5115.27001953125,5353.14990234375,6677140000,-1.90126265565984,34.44,54.87,34.44,40.72,486.3,486.3,486.3,486.3,60.07,62.71,63.34,58.76,391.83,-0.0366
04/11/25,5363.35986328125,5381.4599609375,5220.77001953125,5255.56005859375,5602550000,-0.237084814244479,40.8,46.12,36.85,37.56,495.11,495.11,495.11,495.11,61.5,60.2,61.87,59.43,306.23,0.0238
